0.0 0.0 0.0 0.0 0.0
0.00999999977648 0.048673722893 0.0454288087785 0.00455897720531 0.00455897720531
0.019999999553 0.0921113714576 0.0859706178308 0.00922618340701 0.00922618340701
0.035000000149 0.147336438298 0.137514010072 0.0163688287139 0.0163688287139
0.0575000010431 0.210635617375 0.196593239903 0.0273292586207 0.0273292586207
0.0912500023842 0.274652659893 0.256342500448 0.0440881922841 0.0440881922841
0.141874998808 0.333391964436 0.311165839434 0.0695198476315 0.0695198476315
0.217812493443 0.385249316692 0.359566032887 0.108085393906 0.108085393906
0.331718742847 0.430793225765 0.402073681355 0.166422113776 0.166422113776
0.502578139305 0.471235215664 0.439819514751 0.254580467939 0.254580467939
0.758867204189 0.507668435574 0.473823845387 0.387720942497 0.387720942497
1.0 0.530362069607 0.495004624128 0.513687312603 0.513687312603
