Time;Load_1;Load_2;Disp_1;Disp_2;E11;E22
83.31763;0.01253;0.00301;1.79137;0.61751;0.07557720640062426;0.027079829149893264
85.65341;0.29456;0.06914;1.89548;0.66361;0.07551878359127984;0.0270461107225346
85.91357;0.30709;0.08717;1.89405;0.66904;0.08016768586540146;0.029414670026298606
86.17046;0.36977;0.09318;1.88671;0.66999;0.07956006069563859;0.02935752583732887
86.42692;0.33216;0.09018;1.87966;0.67113;0.07977895190511286;0.02911663825076405
86.67834;0.10341;0.09318;1.87204;0.67227;0.07963719275519798;0.029062376926206723
86.96339;0.15355;0.08416;1.85947;0.6738;0.07889765359754553;0.028809577074083825
87.21614;0.15981;0.08717;1.85261;0.67551;0.07817748610699471;0.028565645694919928
87.4704;0.32903;0.08717;1.84956;0.6777;0.07768533967335067;0.028278430965762547
87.71419;0.25382;0.09919;1.85128;0.68037;0.07817799157731375;0.028712046063057217
87.95585;0.22875;0.09919;1.85442;0.68351;0.07814070971435627;0.02867021092830735
88.20716;0.31023;0.10521;1.85699;0.68732;0.07852049950932916;0.02899323021068967
88.45861;0.12534;0.1022;1.85995;0.69161;0.07820182008995158;0.029083402801561187
88.70035;0.13161;0.10821;1.86214;0.69637;0.07781882437121201;0.02920721054960229
88.96296;0.18488;0.11723;1.86919;0.70199;0.07847587276469503;0.029528064062018244
89.20945;0.36663;0.12324;1.87919;0.7078;0.07815278614609167;0.02962752389190626
89.45164;0.3729;0.14428;1.89157;0.71428;0.07924709034217281;0.02998259260396008
89.6995;0.15041;0.14428;1.9049;0.72133;0.08058045478102693;0.03021070794188363
89.97383;0.3635;0.16532;1.91748;0.72981;0.0815435804339697;0.030618589885715308
90.23073;0.40737;0.18336;1.93081;0.73838;0.08104053853772708;0.031004220992502662
90.47617;0.26322;0.19538;1.94253;0.74705;0.08250081116378383;0.031729307865426715
90.72838;0.42617;0.20741;1.95586;0.75667;0.08325653123651633;0.03160091249271513
90.99504;0.34156;0.21943;1.97291;0.76705;0.08382812753899649;0.03273682952877688
91.24134;0.20055;0.26452;1.98682;0.77734;0.08424708292691263;0.032879914870732385
91.49279;0.45124;0.27654;2.00292;0.78848;0.08596602189361335;0.03366536353928695
91.73939;0.26009;0.26752;2.0234;0.79981;0.0863791330531859;0.03357516001953209
91.98169;0.26322;0.31562;2.04273;0.81134;0.08671559828634656;0.03386092866101864
92.23551;0.42304;0.32764;2.06712;0.82401;0.08911813627513587;0.03521585372642666
92.48576;0.39484;0.34868;2.09426;0.83696;0.08952092218470664;0.03573280285502367
92.73479;0.50138;0.3577;2.11988;0.85039;0.09254845307255621;0.03714475702931652
93.02384;0.36663;0.38475;2.15275;0.86668;0.09382913732340636;0.038076776417500846
93.27921;0.3729;0.4058;2.18027;0.88144;0.09583386567701413;0.038998972772584795
93.52475;0.44184;0.44788;2.20694;0.8963;0.098265726495666;0.04029257918295559
93.77725;0.47318;0.45389;2.23685;0.91202;0.09895858843107708;0.0406756508463334
94.02057;0.41677;0.49597;2.26714;0.92764;0.10092580829571252;0.041419642029733805
94.26746;0.60792;0.52303;2.29981;0.94383;0.10210144487631401;0.042207700006734905
94.5087;0.67059;0.54707;2.33334;0.96031;0.1044482304910076;0.04316758053023628
94.75789;0.54838;0.56811;2.36611;0.97746;0.10600622517030789;0.044220125140625455
95.00361;0.53898;0.60418;2.39697;0.99489;0.10805962701759697;0.04563718173334963
95.25418;0.71133;0.62222;2.42897;1.01298;0.10959891287280932;0.04622596353714559
95.502;0.54838;0.64627;2.46069;1.03127;0.11301937469702739;0.04819131677056665
95.79542;0.7176;0.69436;2.49869;1.05337;0.11380795831954638;0.048481114126863734
96.04237;0.61106;0.70939;2.53441;1.07242;0.11673751648445507;0.0504230571501596
96.2975;0.70506;0.75448;2.57099;1.09261;0.11799695176118519;0.05064705192646113
96.548;0.86174;0.79957;2.60756;1.11271;0.12114217414075068;0.05228600709912978
96.80476;0.727;0.82361;2.647;1.13357;0.12342282287948292;0.053157229312178145
97.05591;0.85861;0.86269;2.6831;1.15424;0.12667124086069892;0.05554863737983984
97.31993;0.74893;0.8687;2.72291;1.17634;0.12885406608664385;0.05636878038659576
97.56988;0.96829;0.94385;2.75882;1.19739;0.13180214012204805;0.05794739001004667
97.81589;0.92128;0.96189;2.7953;1.21844;0.1336066300802332;0.05934744439083206
98.06478;0.85234;1.00397;2.83254;1.23987;0.1354109276567086;0.06027375405447233
98.31769;0.92442;1.04304;2.86922;1.26197;0.13765964026807698;0.06096914963002131
98.61498;1.06543;1.09715;2.91484;1.28807;0.13983510044417458;0.062307203143695866
98.8634;0.91502;1.13022;2.95237;1.31007;0.1427301045515692;0.06444977893709758
99.11815;0.98709;1.18432;2.99133;1.33264;0.1458357046655795;0.06620039950582957
99.36381;0.97456;1.2234;3.03086;1.35446;0.14952890964036014;0.0674095282287257
99.61996;1.01843;1.25947;3.07191;1.37722;0.15144370688085795;0.06882961462107995
99.86894;1.23465;1.31057;3.11306;1.39932;0.15398088773920315;0.07053549157457106
100.11355;1.29418;1.35265;3.15592;1.42094;0.15751573478073777;0.0723498280507906
100.363;1.0905;1.38271;3.19688;1.44294;0.15994318117244066;0.0737531390192041
100.61901;1.20331;1.44583;3.23602;1.46552;0.16232098834492248;0.07495864364571603
100.87894;1.22838;1.49092;3.27489;1.48819;0.16539214529798218;0.07709168687714818
101.13529;1.36939;1.52699;3.3107;1.5099;0.16618572011558252;0.07739410318009121
101.44005;1.26285;1.56908;3.35347;1.53486;0.16912873699193465;0.07912214083835212
101.68755;1.38193;1.60515;3.38757;1.55467;0.17253336509485762;0.08077709383229126
101.93719;1.4352;1.65925;3.41948;1.57391;0.17484307646654018;0.08208050677296008
102.19609;1.4916;1.67729;3.45024;1.59325;0.1776510065175695;0.08358504395041999
102.44817;1.50727;1.71035;3.47701;1.61125;0.17780645205568368;0.0839063694519031
102.83864;1.37252;1.68029;3.47929;1.61601;0.18089176009357955;0.08553369688004653
103.08353;1.31299;1.65324;3.48043;1.61296;0.18019974299147679;0.08522393298595388
103.34038;1.28792;1.64422;3.48063;1.60915;0.18022556274556745;0.0847550923918301
103.59394;1.52294;1.61416;3.4812;1.60468;0.18018035336911375;0.08435250869995914
103.83413;1.5198;1.60214;3.4832;1.60001;0.17998854814384435;0.08418333149263713
104.08492;1.28792;1.55405;3.48377;1.59477;0.17994248396527557;0.08399766984831292
104.33877;1.32239;1.55405;3.48063;1.58915;0.18033330973023987;0.08404203678895217
104.62691;1.32865;1.53902;3.47558;1.58248;0.17953824278254749;0.08344351377377268
104.87958;1.25971;1.49994;3.46881;1.57629;0.17936351497810177;0.08328429296101225
105.13308;1.4446;1.4789;3.46319;1.56962;0.1790037949955975;0.08312255756624465
105.39267;1.43833;1.44884;3.45996;1.56258;0.17879599489799813;0.08286024772538036
105.64121;1.20018;1.43381;3.4531;1.55534;0.17849895919732117;0.0826206194904866
105.89294;1.39759;1.41577;3.44272;1.54781;0.17819797129798765;0.08233433799212841
106.1336;1.40073;1.38872;3.433;1.54048;0.17716952850086054;0.08171633273588041
106.39596;1.31925;1.35866;3.41852;1.532;0.17649033048070073;0.08092310811785464
106.65433;1.33805;1.34363;3.40328;1.52333;0.17582727687362387;0.08080469526851408
106.90044;1.10617;1.31057;3.38852;1.51467;0.17472909808427273;0.08006642990078805
107.15654;1.21271;1.27149;3.36956;1.50552;0.1743844588456559;0.07961792173544002
107.46433;1.07796;1.25045;3.34966;1.494;0.17230787229994093;0.07859627014152437
107.72293;1.03409;1.20837;3.33385;1.48399;0.17057429175865457;0.07769718146463633
107.97059;1.24405;1.20837;3.3207;1.47428;0.17036192725509558;0.07736827330798912
108.21789;1.11557;1.18132;3.31032;1.46428;0.16916335261128745;0.07648529023063699
108.46234;0.98709;1.14524;3.2967;1.45418;0.168128488555357;0.07608169235737006
108.71558;1.1469;1.13022;3.28222;1.44342;0.16789605344741165;0.07602296028286437
108.95663;1.09363;1.10316;3.26822;1.43294;0.16697291704583705;0.07524341473360074
109.20863;1.08737;1.07912;3.25031;1.4217;0.1650429503844476;0.07405663608673407
109.45716;1.0529;1.05206;3.23307;1.41027;0.16396894152966168;0.07370483903877223
109.69919;0.96202;1.01599;3.21497;1.39894;0.1626799926339938;0.07247385233190395
109.95457;1.0717;0.99796;3.19326;1.38655;0.16150378514697983;0.07206332131949822
110.24221;0.85548;0.95587;3.16982;1.37255;0.15954919145812707;0.07133302141674625
110.47987;0.85234;0.92581;3.14887;1.36046;0.1588161167297425;0.07020297646360141
110.72972;1.00589;0.90477;3.12868;1.34779;0.15735461110252524;0.06914788693835827
110.98216;0.78654;0.86269;3.10963;1.33474;0.15608852234813042;0.06856002904239566
111.22256;0.77714;0.82361;3.08915;1.32207;0.15480648546575715;0.06780836155769043
111.46902;0.92442;0.81159;3.07076;1.30912;0.15320543731843161;0.066487897471178
111.72221;0.7364;0.75147;3.05133;1.2955;0.15246119847194994;0.06620083238427499
111.96911;0.87428;0.73644;3.02981;1.28216;0.15111376816466338;0.0650137013331018
112.21985;0.71446;0.72141;3.01;1.26863;0.14921561688295049;0.06402301256170229
112.47523;0.89621;0.68835;2.98694;1.25463;0.14764133615160258;0.063399231428942
112.72239;0.63926;0.65228;2.9637;1.24092;0.14627049797896852;0.06262661977527773
112.96777;0.76147;0.63424;2.93951;1.2272;0.14489614465636713;0.061613437716915076
113.25716;0.75834;0.59216;2.91036;1.21082;0.1426840644013957;0.06058685034312972
113.4961;0.76774;0.56511;2.88617;1.19701;0.1413162403440309;0.05971497088244149
113.74111;0.57032;0.54707;2.85893;1.18272;0.13953994896280042;0.05845540080521516
113.99151;0.774;0.52904;2.8314;1.16815;0.13758911956115882;0.05753034264020862
114.22677;0.61419;0.511;2.80445;1.15414;0.1357231158270391;0.056296239809056736
114.47079;0.74267;0.48395;2.77501;1.13957;0.13334126750279585;0.05559534792843168
114.71798;0.58599;0.44788;2.7453;1.12452;0.1318954262433204;0.05460988079972218
114.97495;0.66746;0.42984;2.7132;1.10861;0.13065962311922819;0.05421778021356216
115.22003;0.47004;0.39377;2.68034;1.09328;0.12906820786204998;0.0534194785005645
115.47545;0.58912;0.39077;2.64595;1.07718;0.12544697220786116;0.05167052183554999
115.71885;0.46378;0.33666;2.61328;1.06147;0.12391533224374662;0.05061800532720806
115.97471;0.59225;0.33666;2.57956;1.04489;0.120937218840802;0.04904840249612785
116.22858;0.51391;0.31562;2.54603;1.02832;0.11872410981400361;0.047979387947221674
116.51739;0.48258;0.28857;2.50708;1.00917;0.11670797768914976;0.04693339271226382
116.77371;0.53898;0.27354;2.46983;0.99184;0.11505940475940701;0.04580863718336814
117.02402;0.29143;0.23747;2.43307;0.97469;0.1128228062226948;0.04502921124127801
117.27992;0.31336;0.21342;2.39249;0.95688;0.10955649786982113;0.043184128969368296
117.53476;0.45437;0.18937;2.35439;0.93878;0.10694151620477921;0.0419089160735161
117.78974;0.41364;0.18336;2.31753;0.92059;0.10459029219308713;0.04115361834029008
118.03198;0.45124;0.16833;2.28219;0.90326;0.10291971310929171;0.03970136986716555
118.28242;0.18488;0.14128;2.24723;0.88563;0.10014079345553539;0.03855711129568806
118.53198;0.4105;0.13527;2.20951;0.86801;0.09901662947282719;0.03771343609422939
118.78613;0.18802;0.09919;2.17265;0.8502;0.09610429455467773;0.03654805787553039
119.03681;0.28829;0.09018;2.13674;0.83277;0.09453512387125185;0.03564320801328058
119.29602;0.30083;0.08116;2.10264;0.81496;0.09278251031958895;0.03456024643893085
119.56485;0.11908;0.05411;2.06978;0.79677;0.09191634354713218;0.034163450317700295
119.80678;0.16922;0.04208;2.03845;0.78057;0.08865250128973556;0.03310340016182911
120.05936;0.13475;0.02705;2.00949;0.76371;0.08622375271025029;0.03205827384361659
120.32092;0.05954;0.03006;1.97996;0.74657;0.08500169805588054;0.03110426818757195
120.5642;0.06267;0.01503;1.95443;0.73085;0.08339222312541616;0.030332179785093616
120.82189;0.02194;0.00301;1.9311;0.71437;0.081895210425873;0.02973735309107306
121.07356;0.24756;0.00301;1.9091;0.69837;0.08038073407904056;0.028824751557750772
121.34883;0.19742;-0.00601;1.88747;0.68123;0.07898325035695641;0.028317297423965937
121.59303;0.24442;-0.00301;1.86652;0.66589;0.07845149185200906;0.02794469007208611
121.84097;0.00313;-0.03306;1.84337;0.65075;0.07707863561225436;0.027091970198381055
124.18667;0.26636;0.08416;1.9531;0.69847;0.07774781049263224;0.027999940726032513
124.44549;0.18802;0.06613;1.9492;0.70495;0.08184687555795178;0.029216434920760204
124.72021;0.12221;0.05711;1.94234;0.70609;0.08156014239088616;0.029318643313140602
124.97964;0.10654;0.06914;1.93748;0.70752;0.08100122549567601;0.02960166525047525
125.23781;0.15355;0.06312;1.93615;0.70914;0.08102391178673252;0.02950073040170531
125.4862;0.22249;0.06914;1.93491;0.71076;0.08002422302283252;0.02908403900297063
125.73526;0.26322;0.06312;1.93672;0.71295;0.08103504251043236;0.02966284729298574
125.9887;0.34156;0.08717;1.93967;0.71571;0.08068555762724272;0.029685729426110807
126.23767;0.15355;0.09318;1.94205;0.71885;0.08081448392101198;0.02961657393863726
126.48502;0.20055;0.09318;1.94243;0.72247;0.08102079598644474;0.029471533075991596
126.73866;0.14101;0.08717;1.94415;0.72676;0.08136682760661473;0.029855313482778256
126.9975;0.16608;0.08116;1.94786;0.73152;0.08136890770035854;0.029838204731927553
127.25057;0.37603;0.12024;1.95501;0.73676;0.08141976826608643;0.02994868159172115
127.50188;0.14728;0.11422;1.96634;0.74257;0.08249809956182541;0.030394399879817846
127.77429;0.31963;0.13527;1.9771;0.74952;0.08264938383968468;0.030539062099660064
128.02392;0.23189;0.12625;1.98939;0.75657;0.08331610729955086;0.031117674550584784
128.27868;0.16295;0.13827;2.00092;0.76419;0.0840569886126179;0.031124902054566528
128.53951;0.17548;0.1533;2.01339;0.77248;0.08457570691468841;0.03159532427712952
128.78915;0.42304;0.18336;2.03025;0.78124;0.0856080287043306;0.032449752951753785
129.03986;0.21935;0.19238;2.04902;0.79077;0.08704308830254004;0.03291146487583407
129.30888;0.45437;0.2044;2.06854;0.80115;0.08797592380813601;0.03343538365995391
129.56659;0.3917;0.23145;2.08969;0.81182;0.08884719491268822;0.03399232764399096
129.81095;0.47944;0.2555;2.10731;0.82248;0.08950953812559292;0.03463498121504427
130.06614;0.42931;0.2555;2.12427;0.8342;0.09140458687457764;0.035053150074317085
130.32276;0.32903;0.27053;2.14198;0.84639;0.09128177876671562;0.03555546885108307
130.61782;0.29456;0.30059;2.16084;0.86106;0.09263270756692665;0.036161728637943424
130.87549;0.40737;0.31261;2.18094;0.87449;0.09389128574353256;0.036780567245896734
131.12863;0.56092;0.34868;2.20428;0.8883;0.09550200692422106;0.03789112785156623
131.38245;0.36663;0.36071;2.23047;0.90268;0.09680242853725485;0.03835741318788344
131.63679;0.38543;0.38776;2.25695;0.91764;0.0987216008864572;0.039536659702093524
131.88495;0.50765;0.42684;2.284;0.93278;0.10033450627361307;0.03997694035140553
132.13883;0.38857;0.45088;2.3121;0.94869;0.10224409259225031;0.041168682066283546
132.40244;0.44184;0.47493;2.34163;0.96564;0.10337618651825853;0.04219048093039668
132.66191;0.46064;0.508;2.37515;0.98269;0.10531607481174099;0.04318472987094102
132.91504;0.56718;0.52904;2.40916;0.99993;0.10759298670170736;0.04448127273687852
133.17717;0.51705;0.54707;2.44516;1.01813;0.10961317202642618;0.04571268516149718
133.4306;0.7364;0.59216;2.48098;1.03613;0.11182575369711589;0.046510904300809064
133.71631;0.62359;0.61921;2.52136;1.0568;0.1131322387080419;0.04697215025181756
133.96525;0.67686;0.64927;2.55451;1.07547;0.11563419156661592;0.04892717539641711
134.22403;0.67999;0.6643;2.58804;1.09499;0.11771463709121066;0.04976144925153814
134.47522;0.7176;0.70338;2.62118;1.11462;0.1201582541126539;0.05079017378348094
134.73301;0.80847;0.76049;2.65433;1.1349;0.1220393143299272;0.052422757163152034
134.98033;0.65179;0.77552;2.68834;1.15481;0.1238677870088577;0.05285106698693287
135.23398;0.82414;0.8146;2.72234;1.17548;0.12651729161781422;0.05414625005219009
135.49237;0.93068;0.84165;2.75911;1.19682;0.12872971885788165;0.055573513912648975
135.74008;0.7364;0.88674;2.79454;1.21758;0.13106791709348242;0.05663336824049248
136.0095;0.99336;0.9198;2.8315;1.24044;0.13461781514682924;0.05859860862105182
136.28502;0.91815;0.95287;2.87226;1.26387;0.13652599228458961;0.060050217353026514
136.53442;0.94949;1.00998;2.90646;1.28559;0.13761158754305458;0.06089789172886151
136.83034;1.0811;1.04605;2.94751;1.31159;0.1406934099404652;0.06253919536138097
137.08783;1.0999;1.09414;2.98494;1.33426;0.1433618511288559;0.0637849676308807
137.34427;1.00276;1.13623;3.01885;1.35693;0.1465058435725598;0.0655251142889044
137.5916;1.14377;1.18733;3.052;1.37893;0.14842649183669798;0.06689590975337545
137.8549;1.07483;1.22039;3.08743;1.40227;0.1502360370444502;0.06810325283427654
138.11244;1.20331;1.26247;3.12144;1.42523;0.1518548310791713;0.06885334697784362
138.37023;1.25031;1.30756;3.15716;1.44799;0.15540882545979084;0.07108041742485782
138.62878;1.27852;1.35566;3.19326;1.47085;0.15826379140665792;0.07253144761522079
138.89061;1.29732;1.40676;3.22821;1.49409;0.15999857443879006;0.07347433097996525
139.14122;1.10303;1.43381;3.26126;1.51619;0.16235165592959677;0.07483984073375594
139.4041;1.20018;1.49092;3.29317;1.53895;0.1646600079559628;0.07681061277380319
139.69392;1.30358;1.52699;3.33042;1.56353;0.16599592771763283;0.07756287069297851
139.94603;1.34432;1.57809;3.36366;1.5842;0.1687291173226778;0.0791535303434171
140.19446;1.36626;1.62919;3.39642;1.60401;0.17158524195983005;0.08034394982375448
140.44674;1.40073;1.65324;3.42929;1.62344;0.17358312312075352;0.08150780383937928
140.70274;1.30358;1.67428;3.45891;1.6424;0.17529101834699123;0.08269051073171296
140.96512;1.41013;1.7344;3.48615;1.66106;0.17659361049971967;0.08352651884781837
141.2189;1.32865;1.76145;3.51263;1.6785;0.17893226867557654;0.08492574052008828
141.48178;1.34119;1.76446;3.5392;1.69564;0.18077347984718617;0.08590483417519457
141.74255;1.37252;1.80654;3.56616;1.71193;0.1827536302048558;0.0871484677573352
141.9967;1.4822;1.83961;3.5935;1.72717;0.18487838196975903;0.087735757666489
142.25219;1.62008;1.85464;3.62026;1.74174;0.18613583804797207;0.08836649625180171
142.592;1.60128;1.82157;3.62255;1.74365;0.18910047357924753;0.0898023245290902
142.8789;1.38506;1.75845;3.62379;1.73755;0.18696981721910177;0.08883286225449272
143.12987;1.57621;1.74041;3.61988;1.73117;0.18778319819244815;0.08852532385702838
143.39185;1.56994;1.69833;3.61388;1.72393;0.1874573547323778;0.08800835351363301
143.64718;1.48847;1.64723;3.60483;1.71641;0.18652566241951307;0.08792068221960392
143.90863;1.49787;1.63821;3.59474;1.70859;0.18568245262917338;0.08699609340276337
144.15239;1.50414;1.59913;3.58511;1.70107;0.1847103516406322;0.08649091005893006
144.40087;1.23465;1.57208;3.57216;1.69326;0.18501966482197696;0.08658404371309059
144.65899;1.24091;1.55104;3.55806;1.68497;0.18414387865867066;0.08617745942609978
144.9186;1.23151;1.52399;3.54721;1.6764;0.18306692804265934;0.08525801687131063
145.17805;1.23151;1.48792;3.53854;1.66745;0.1828693293074185;0.08503378928555139
145.42823;1.37566;1.46387;3.53263;1.65849;0.1809488149832934;0.08404200567790099
145.71967;1.18451;1.43682;3.52873;1.64773;0.18116315298983654;0.08403137639005887
145.98067;1.1563;1.39173;3.5213;1.63773;0.1812046320343188;0.083664195728821
146.24348;1.1563;1.38271;3.51292;1.62735;0.1799116414239812;0.08274488453681406
146.51403;1.36312;1.35866;3.50368;1.61649;0.1797613454212179;0.08249490994078112
146.76282;1.09677;1.30756;3.49463;1.60611;0.17970606056742988;0.0823442919715871
147.00107;1.11243;1.28051;3.48463;1.59601;0.1787656301271371;0.08161173357782414
147.24615;1.19077;1.2745;3.47405;1.58534;0.1785056703156368;0.08153488049405133
147.4975;1.16257;1.23542;3.46234;1.5742;0.1769465649012616;0.0801201468134739
147.75333;1.28478;1.20837;3.44824;1.56248;0.17604681669632904;0.08015407590234958
148.01294;1.26598;1.17831;3.43519;1.55048;0.17527149165513367;0.07893113415716957
148.26137;0.99649;1.14224;3.41843;1.53876;0.17493903227780316;0.07842836596114555
148.51446;1.21271;1.11218;3.3969;1.52629;0.17434891026911525;0.07801109806259043
148.80999;1.17197;1.08212;3.37318;1.51181;0.17195228518382177;0.07712943947487183
149.04539;1.00589;1.04605;3.35175;1.4999;0.17024983693169948;0.07576108819226102
149.29555;1.09677;1.02501;3.32889;1.48714;0.1679356502691015;0.07459626923445284
149.53329;1.11557;0.99495;3.30918;1.47485;0.16756869773685767;0.07455678759052642
149.78227;0.87741;0.96189;3.28517;1.46171;0.16633527654774516;0.07369065749433035
150.03405;1.08737;0.92281;3.26079;1.44837;0.16500370967140454;0.07270019906663538
150.30152;0.81787;0.88674;3.23755;1.43399;0.1632092477419974;0.07178069746695825
150.55966;0.86174;0.85968;3.21231;1.41999;0.16103391971982162;0.0705476924609727
150.81088;0.99962;0.83263;3.18983;1.40618;0.1604581555314083;0.06973362296765429
151.06003;0.78654;0.78754;3.16963;1.39236;0.158443271311408;0.06913822493441735
151.31368;0.96515;0.76951;3.14554;1.37827;0.1567350431488348;0.06793957487984703
151.56694;0.78967;0.74847;3.1241;1.36408;0.15409911121487774;0.06646922832680646
151.86355;0.69253;0.7124;3.09448;1.34722;0.15319037451429618;0.06593927830354873
152.11642;0.83668;0.67933;3.06819;1.33264;0.15142741386638903;0.06507946745847637
152.3807;0.68626;0.63424;3.04371;1.31731;0.14998552854588643;0.06378427176206314
152.63156;0.86488;0.61921;3.0179;1.30254;0.14780514782669696;0.06308874414270371
152.88591;0.65493;0.58915;2.99409;1.28749;0.14648493994060852;0.061623750593874815
153.14015;0.64866;0.56811;2.96751;1.27244;0.14338346615287778;0.06021666954702176
153.39626;0.7364;0.52904;2.93941;1.25711;0.14246343458507327;0.05984287094637153
153.6562;0.75207;0.52603;2.91189;1.24139;0.1405088521276716;0.058794699021036734
153.91176;0.7364;0.49597;2.88227;1.22587;0.13969864248936892;0.058054790349388985
154.1552;0.73327;0.46892;2.85379;1.21072;0.1373177133800133;0.05689849142180059
154.41697;0.64553;0.42684;2.82016;1.19443;0.13554868939110676;0.055246308413130496
154.69987;0.51391;0.41181;2.78006;1.17643;0.13327802344067163;0.05463811746537228
154.95949;0.48884;0.38175;2.74253;1.15976;0.12991686804337776;0.053006258402473305
155.2188;0.49198;0.36371;2.70643;1.14281;0.1273644729258947;0.051832930472996974
155.4923;0.62046;0.33365;2.67071;1.125;0.12644950893035556;0.051351896545158815
155.75458;0.58599;0.31862;2.63833;1.10785;0.12356854825502428;0.049984714614127124
156.0093;0.52018;0.28857;2.60509;1.09061;0.12104870218933894;0.0478444005544616
156.26437;0.32903;0.25851;2.56899;1.07337;0.11900311084756732;0.04676796201770339
156.52746;0.3917;0.24648;2.52946;1.05537;0.11657412569432346;0.04624919232591729
156.78225;0.28203;0.22244;2.49145;1.03775;0.11487294039381468;0.04511551029763927
157.03728;0.42931;0.21342;2.45488;1.01984;0.11181580005750313;0.04393123015827516
157.27435;0.45124;0.19839;2.42354;1.00298;0.11092449390814274;0.043108563221055274
157.58251;0.20995;0.15029;2.3822;0.9806;0.10686643439235533;0.041129496496573936
157.83852;0.29769;0.14729;2.34515;0.96203;0.10597778360897803;0.04060903735459542
158.10293;0.16295;0.10521;2.30915;0.94297;0.10228544184459587;0.03884660358139791
158.36564;0.16922;0.09619;2.27305;0.92421;0.09992285248960275;0.037842704907537494
158.62121;0.15668;0.08416;2.24171;0.9063;0.09836405859176223;0.03689338794628472
158.8889;0.26636;0.06613;2.21294;0.88773;0.09778712990193072;0.03640519336457204
159.15708;0.28829;0.05411;2.18513;0.86944;0.09609431387937672;0.035679935539415064
159.44894;0.23502;0.0511;2.15503;0.84963;0.09339127596368468;0.034715150368522574
159.71521;0.30396;0.0511;2.12579;0.83182;0.09181984727084402;0.03380970875921008
159.97087;0.27889;0.03306;2.09617;0.81486;0.09027497527923922;0.03277035085458324
160.26017;0.11281;0.01202;2.05997;0.79572;0.08777954047617154;0.03135766039231469
160.54859;0.18175;0.0;2.0233;0.77686;0.08657754755939229;0.030496738867030304
160.79543;0.21935;-0.00301;1.99415;0.76086;0.08443525507446537;0.030146995875836025
161.05501;0.23502;-0.02104;1.96425;0.74419;0.08266847231394392;0.0289409507255326
161.32291;-0.00313;-0.02104;1.93462;0.72723;0.07980077644103012;0.02784517234296957
